image,frame_sha256,policy,policy_label,min_conf,load_profile,gt_vru,detected_vru,gt_vru_streak,lock_before,lock_after,tier,latency_ms,pressure,load_injector,load_worker_processes,backend
007375.png,861ccfd1dc2a28a4093e10fe52415a68018afea57accbf488599ff7c6976f0a9,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,34.727,0.6223,process_steady_v3,15,onnx
007376.png,dd751085b628bd3c54fb80b6872d682a75cb25eb1aea16c47c14d6dabcb88940,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.23,0.6409,process_steady_v3,15,onnx
007377.png,cea7c108f356eb292c1ea0c9c95a6f6c9872e3d59752c5cc18489df7095afb51,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,55.302,0.6409,process_steady_v3,15,onnx
007378.png,3c3a340a12716c6f468f2d1febfc9d320a9244486024d82f0cc601ce7c3a7d66,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,59.403,0.6505,process_steady_v3,15,onnx
007379.png,eb0c0430c409a090ac0b65eb08fe0857c2191a477cad478aeee2491814e2261a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,42.99,0.6397,process_steady_v3,15,onnx
007380.png,519741315f37c6485935e25b91ef592a710253670a1a5db3112afc6263636bfa,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,48.295,0.6397,process_steady_v3,15,onnx
007381.png,8343dbf4dbd66b553bb34f29b0b12b73cf968a440b5751b302fa9d15cefee6c3,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,SMALL,46.406,0.6505,process_steady_v3,15,onnx
007382.png,a1df748e912943e6f8bce38d525fc53692648370e2849a4c1345d1b38297fa29,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,37.423,0.6373,process_steady_v3,15,onnx
007383.png,37b2551329e21b77cca6bac9f875a2cb57b8e5c118e80891351471ec31ad4789,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,41.228,0.6373,process_steady_v3,15,onnx
007384.png,a5a2153c1187601034fbef500707e12de61111d9eb164901ae8044e27d461e82,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,56.418,0.6517,process_steady_v3,15,onnx
007385.png,d9a836f384c94b41740974a14e92a89db092106d7758fdfba409f62b360de12f,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,36.457,0.6517,process_steady_v3,15,onnx
007386.png,52330452abd6e3f28f0e6a0b6b1948715c717cf8da124ad57ad6f9cb142680ae,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,44.862,0.7326,process_steady_v3,15,onnx
007387.png,e5db54e6a2170fb9a2717d9f6ef99316897e3c05aa5ec24921987be12a8fd00d,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,35.822,0.7326,process_steady_v3,15,onnx
007388.png,6d21304d888884a59f2758e82312277934e67a535454e4156a46f8cc73a5dda3,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,284.531,0.6468,process_steady_v3,15,onnx
007389.png,8b84669f2a01a210c1032520c73552add3ce32a5580b14ba68bf008ce99da030,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,296.262,0.651,process_steady_v3,15,onnx
007390.png,935ff6d90d00367f81c9157e2a5c4416284d28b7d572bf85032435fa1c0014a9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,243.203,0.645,process_steady_v3,15,onnx
007391.png,8b2cd5afa5960159bac246859a7d349ac81e9451ea19d8043262badcb73ea20c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,64.591,0.6258,process_steady_v3,15,onnx
007392.png,732e6efc7ee28c0c50fc9db1d904252484e995da7b65b217e80e8a4d82d2ab95,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,57.602,0.6729,process_steady_v3,15,onnx
007393.png,7a1d5f98b1891bd4068fb3c6f204c6803ca21ae309a7b1e4474a8d0989757c1f,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,49.157,0.6783,process_steady_v3,15,onnx
007394.png,141a60abb2203e84d34036b4ad7fee47977140f05ef6bf59857f97997a05578c,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,57.317,0.6783,process_steady_v3,15,onnx
007395.png,9e949f4f23712031359f782a9591f4393534d772dbc864f9e94ef0a0f67cda23,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,245.373,0.6345,process_steady_v3,15,onnx
007396.png,1701ddf760ebd99623be384bee407ed79b2562cab6585654c3472c7f4209d8bf,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,255.532,0.6558,process_steady_v3,15,onnx
007397.png,9bb58e9f22e2df5782dcdcbd0b82a9912439bea5528dd1c51c27abf16be8f04a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,284.664,0.6465,process_steady_v3,15,onnx
007398.png,4ed11554da454063361a6cd1f01a75bb0564e6389dc2e90537e7c848457ff9cb,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,61.519,0.6474,process_steady_v3,15,onnx
007399.png,6e6a78225e5acd90f566cb2cd1712fd2ac40bf432befb9475d94fbbaae0795fc,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,56.725,0.6577,process_steady_v3,15,onnx
007400.png,60553dafc4b816f483bbebc297092462f8141e3bbc0d9dea05d61a135c2cd780,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.214,0.6865,process_steady_v3,15,onnx
007401.png,ba9eda3186b8d154cb1dde6adefd9e5afd8cb81040b29a1877d03a25ac43faba,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,36.396,0.6865,process_steady_v3,15,onnx
007402.png,257a5c358ae9d536dd81f482adddf72b1623712bdef5f7d58a75b70db51dbd91,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.733,0.6613,process_steady_v3,15,onnx
007403.png,5d2aca2a2e0c97c002b08bf53b1ad8ec63a66b3ea38852061880e4fc06a8486c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,52.439,0.6613,process_steady_v3,15,onnx
007404.png,227fa4ec57a0f49ff9a8fc9bb41ef9752eb6be7b318b6318bed88da1d33fcea0,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.838,0.6301,process_steady_v3,15,onnx
007405.png,422ddd9bc3c38fd91a6cd77d79cc77f50b5e7f1807fac916f8cf651f0712f7a2,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,58.898,0.6433,process_steady_v3,15,onnx
007406.png,3ae7dbfb6d63ec7ecea57a1fe5d9c0530c55288b52b19d98b186f88b9b197a04,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,58.411,0.6433,process_steady_v3,15,onnx
007407.png,2b75984dad7ba5387951fae46d21a00917c2ebc542f2381b3490e6da2a21ea02,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,34.499,0.6343,process_steady_v3,15,onnx
007408.png,84fa99c79832e92bd07bb7bb2384fed329fd9d11457c69f457db9f06e44ccb4f,safety2,Two-level VRU-retention,0.25,moderate,True,True,3,True,True,SMALL,36.046,0.6343,process_steady_v3,15,onnx
007409.png,2fd5ae9e77725b772bb623d0366b8c4c7a3d8a0d7cd37e4e8008188ba00e9bcd,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,344.575,0.6397,process_steady_v3,15,onnx
007410.png,70787990bb031b85153885ecdf93de122ae220f6e03f4d93b0a8032e08f671f3,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,295.425,0.6601,process_steady_v3,15,onnx
007411.png,468ad5c920972175810184f602a3b9d4ccbf6c92a526dc6bb0a0e34216620e4a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,284.545,0.6451,process_steady_v3,15,onnx
007412.png,3c75c9ce5dcfc12e7b09b17f11771562ec434059fd16cea90aee951060a3025a,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,42.423,0.6223,process_steady_v3,15,onnx
007413.png,bdaf342bc9273e21370a3efe0cd24f843fa9291d3e649482fd5d34a090bddcd0,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,MEDIUM,318.192,0.6667,process_steady_v3,15,onnx
007414.png,c46907103eabb060ba137a43a090940ffcb3bc1a2a359ed34d68a9fef3d3a6dc,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,318.239,0.6523,process_steady_v3,15,onnx
007415.png,bd8f35128a89d82e17c465cfe983550a90b03692a37b970fe3a3266a167988bf,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,256.026,0.6595,process_steady_v3,15,onnx
007416.png,b9e64205e08c82f29fdc52d79c01fe9ee6e574215eb7d754fa9f88bb48c3fd04,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,35.804,0.5005,process_steady_v3,15,onnx
007417.png,c9766dd30dcb27f94236a4c884b2b67c2c6e3cd0475b68b306058964ce0b5fd6,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.576,0.5005,process_steady_v3,15,onnx
007418.png,1abbd0594abe1bbe3734235081445228119d96fda4d678d9b46adee3ce4df540,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,46.031,0.5737,process_steady_v3,15,onnx
007419.png,4b19de4a469b7ed1954e12817e65c5ea4ecb4a808a0e053327a5f0022f66adb0,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.064,0.5161,process_steady_v3,15,onnx
007420.png,532e8f10c7e76fecef972928806e6e1992cc435dbea5579fdf46b121d50cbabd,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,46.969,0.5161,process_steady_v3,15,onnx
007421.png,55051f9685bf1ecf23e93868e244f7df14bff583471b35df52b73bc9f0f8bac8,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,235.579,0.4891,process_steady_v3,15,onnx
007422.png,593c2038e0ca094e4c1eb9a2294e9c6eb2d6480ce927a261d9d9d695027c3ea1,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,248.879,0.5941,process_steady_v3,15,onnx
007423.png,6061b8c3e8449fe573edff227e0025a95283879bcb06bc50a16ff13c1f37d100,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,275.182,0.6565,process_steady_v3,15,onnx
007424.png,4342b3085b6a736355fa3dae70c21eeaf1471a41db738cc8e14dec414f38f7b9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,49.179,0.634,process_steady_v3,15,onnx
007425.png,a1053e589f0a6e004acb09693196d0a121c491a033377aa57b5af5f5f4cc1739,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,36.702,0.634,process_steady_v3,15,onnx
007426.png,08994922972f38196a0bf102a622ee90539062d15a2c748e7c6d748b566f024c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,39.929,0.7015,process_steady_v3,15,onnx
007427.png,0aa03b0fd726974eaefd1860b6ce7032cfd49bec8d8d6eae2e2fb54cd9183c5e,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,34.643,0.7015,process_steady_v3,15,onnx
007428.png,924410ac26d3899f28bd19105f7201491db33caf7cb68edb32b665ea11b76a76,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,247.936,0.6565,process_steady_v3,15,onnx
007429.png,be1cc3e8f0ac80d036a540d1face6785fda87c4e287984def8b4a0e7ee809ef7,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,274.804,0.6397,process_steady_v3,15,onnx
007430.png,bdaf2a02cbd8c826f6428c7f332dd0b8ee8ce5227329b5c430575e81bb9fdadf,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,276.568,0.6589,process_steady_v3,15,onnx
007431.png,c85e363d92f1ea9fb1d0ba04b912c1f749c69f0f248887ab2b9578d009d3f45f,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,59.582,0.5377,process_steady_v3,15,onnx
007432.png,80956884793c503e56abfd87c085b1f6e1b0dc6e1df25d8833e969e65d097f91,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,345.924,0.5515,process_steady_v3,15,onnx
007433.png,77d069391d76d1b3f5b3707169c5c32054c76de284a03d6c0c34e48fef4c0261,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,MEDIUM,298.085,0.6463,process_steady_v3,15,onnx
007434.png,536bc7cb569e4d1a8b2d3f08a6963b31d5688c4905867c0a3c5c959f380a7941,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,326.981,0.5821,process_steady_v3,15,onnx
007435.png,02b2cafa2dfa63a4be1e87b9098d491b0647e0a68ccfc504c9472427c7a63ab4,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,76.235,0.5767,process_steady_v3,15,onnx
007436.png,d9b42e47f1837f058386532ee0f1f00a8220640c3532e25a9212b78fbebf7cfc,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,61.506,0.6421,process_steady_v3,15,onnx
007437.png,208738503a1c44b1a020ee5f14c505c7230b29ff0e3ce3a848be378b27ccb7e7,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,317.906,0.6421,process_steady_v3,15,onnx
007438.png,9bfebf7c24d820de8ca759cfff5487fa36ea2ceb981b5a3083ee358f79208ee0,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,269.303,0.4845,process_steady_v3,15,onnx
007439.png,668284af6689eb7725759e61341651991bb7264a1181f12e80fce34992349b36,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,326.817,0.5007,process_steady_v3,15,onnx
007440.png,8dd1251e0751ad6f7e651a192e51f881c2d40a5b2cb4a051c9a89a057a99a92c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,54.307,0.6693,process_steady_v3,15,onnx
007441.png,1287f5f32c0153a683655278247c4d6d928c860890974e518cc6088800a23e33,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,52.509,0.7255,process_steady_v3,15,onnx
007442.png,fc663da0c2fe707a5d2f8ddf9f4e8625a6c42d7947707c2343a6c5da5aa8d5b3,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,57.478,0.7255,process_steady_v3,15,onnx
007443.png,0baa6e2027d2b37bab6b5aa122b3bcbd9960b39b976c86a45031e096e6dd8a5c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,59.349,0.6955,process_steady_v3,15,onnx
007444.png,3c63af741e433a6836b4558c97509fb31110ceed899892e6df8126cfef9d946d,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,52.281,0.6619,process_steady_v3,15,onnx
007445.png,f94a5719804aafb2ca9b22b89406080eac55a7bf504efd6a317cc697cd87b617,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,43.435,0.6619,process_steady_v3,15,onnx
007446.png,1f183cf149817449f62d33b6db13cb41e7e0a475c6dac812403f7038ba4bbb90,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,42.866,0.6879,process_steady_v3,15,onnx
007447.png,8df4e8042ee48bf422356933f6243c5435d04ea1be39ede9231792492f09a1e7,safety2,Two-level VRU-retention,0.25,moderate,True,False,2,True,True,SMALL,40.787,0.6879,process_steady_v3,15,onnx
007448.png,c6f24da01f7076740af815ed3a57292ca4c79c04b466ae03ea2d0051b4dfd670,safety2,Two-level VRU-retention,0.25,moderate,True,True,3,True,True,SMALL,40.543,0.6729,process_steady_v3,15,onnx
007449.png,d6461d93173afef9edcf47a681472f83154b20e08f43854ce862d99ab0704b01,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,342.308,0.6729,process_steady_v3,15,onnx
007450.png,fdd8dac3c44b48c925ea815d59ef283350379f8156092c6eb2564b981502247d,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,271.605,0.6435,process_steady_v3,15,onnx
007451.png,3480feeb7d33823f4b590402270ad756d944b12f661fce38434d6f3748bb29e3,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,MEDIUM,255.446,0.6783,process_steady_v3,15,onnx
007452.png,df5ced007b09ed9038d60df254e4a2a80b5227669d7b5780fb206fe7487f8d5a,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,41.447,0.6621,process_steady_v3,15,onnx
007453.png,1086475a4189a874ce963f0481d36df2d8431ad16e764e67be3e4d013f21cf3f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,42.454,0.6621,process_steady_v3,15,onnx
007454.png,84425722348e88c3b89791294de7994bf523094d91e2ff0431c1e0878fd4cfa9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.969,0.7003,process_steady_v3,15,onnx
007455.png,a4cc706d81d2cfef29aa638f0e6828b6b9b66322eb806cdda0b940cb1d387396,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,48.642,0.7003,process_steady_v3,15,onnx
007456.png,ae5f53e0dd3dc3d082e334fb58ff6ae72c45505c9c78dfcd26a21a4ad97d9538,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,34.738,0.6463,process_steady_v3,15,onnx
007457.png,92a4fd73209997d1caa928dbded67c7318592d90a6f9a88451e1e0a6fe4430d1,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,34.859,0.6463,process_steady_v3,15,onnx
007458.png,94ce6655e1dd7e149c4e5349e316da781cbb1acd47f8de89db2996bc32ecc38a,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,36.29,0.6255,process_steady_v3,15,onnx
007459.png,f51d77fffd2d30cc88b88e644f38e732b34a61b1246f97b62ed1f53b89651d95,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,47.443,0.6255,process_steady_v3,15,onnx
007460.png,06ef22ccc8ac2db067af05617673cf69c7b5d35c919855b44618f995dd25e66f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,48.201,0.6603,process_steady_v3,15,onnx
007461.png,1e661f9517c4fad5aad27f58bda99b8344118f9fa616717e8dfe1e3679d667b0,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,59.362,0.6603,process_steady_v3,15,onnx
007462.png,5bf756c13914585953e83ef61e51deef241e38f055528b8ae6a40fda52bab189,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,SMALL,46.846,0.6381,process_steady_v3,15,onnx
007463.png,fbc5e9de3b11ddfb6862664ad154f5c51a7f645c8f1f6a374ee123ea66937cac,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,34.74,0.6495,process_steady_v3,15,onnx
007464.png,896c519f798585f615794eb1de855b69ebe1c7f044f6b65db9d8057fca177dd7,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,SMALL,35.342,0.6495,process_steady_v3,15,onnx
007465.png,af892fbc75ee6e6c0f9593b348d2def7afc9f57d09dbb88c249c95e8b6d274ae,safety2,Two-level VRU-retention,0.25,moderate,True,True,3,True,True,SMALL,45.192,0.6519,process_steady_v3,15,onnx
007466.png,5d5ea2651396666a0eba69f8f5fa56272c7e7cccffc7976ce97331c790850958,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.389,0.6519,process_steady_v3,15,onnx
007467.png,95998d9ac0fb8adeed5226b71b2934821033517b2426de1734f516e9c6e39635,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.436,0.6213,process_steady_v3,15,onnx
007468.png,2b6ef7e95deb87b42990b04627b425fa21521636624c11fb5a7882a4282a194d,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.637,0.6213,process_steady_v3,15,onnx
007469.png,98c3e517d2d6bac8c60dbdbf8edc393137cde38a91d2773b85092ba0afb97e4c,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,59.653,0.6549,process_steady_v3,15,onnx
007470.png,e890782abbd86d927c5b112d18da0aa40e09747110140ffee1435cf27326de8e,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,327.036,0.6549,process_steady_v3,15,onnx
007471.png,a327fd3468926f3ae97ac21320824d64d82f808f4d16d4dfc1e29b0d76072971,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,284.03,0.5274,process_steady_v3,15,onnx
007472.png,281afc162169d6742fc3f4be7a2f3a7995889ea4d03fb94295cf0e644cfbce5a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,275.47,0.6933,process_steady_v3,15,onnx
007473.png,cf14ac5af773834679597ecddd46f66a7b395f08669b9465623dfe65a2f021ff,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,False,False,SMALL,37.468,0.6663,process_steady_v3,15,onnx
007474.png,9690016200795b6b14cd65dfca221cbeb3f8fd092026fbeb5e55595d9e8c2777,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,60.808,0.6271,process_steady_v3,15,onnx
007475.png,1577fd873c0cf40791d34581e4b8452c596af038db5bb4206f31b9ff1f232b37,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,50.371,0.5407,process_steady_v3,15,onnx
007476.png,e3f2c7c750f4d7183b2943b8f9e9cdcca47899a301e0aac198c18e418855f897,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,False,False,SMALL,40.962,0.5407,process_steady_v3,15,onnx
007477.png,42ffa4f277282da9ae9226f47b10f8737f4d219e539c2b52dea02e50b0b91f81,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,False,True,SMALL,60.139,0.5281,process_steady_v3,15,onnx
007478.png,53ae77d5a8250b65537657973fc728706cbf86ac3d85eaf9ee3f11f0bf6e9ac9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,271.039,0.4921,process_steady_v3,15,onnx
007479.png,0843c29aa0daf425516ca1b566416cdc1f7c9d389dba32e73fc4fd8400e439be,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,227.764,0.5007,process_steady_v3,15,onnx
007480.png,494f00d943bb1d713529d4d341abf08ebee3d574b6f0e15ef6134087c80f2084,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,MEDIUM,289.83,0.6411,process_steady_v3,15,onnx
005981.png,2613688c0721e1d0294521cac7bb4235efea1023cd79aee8157d06a8cbcb798d,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,40.275,0.5254,process_steady_v3,15,onnx
005982.png,bffd3519cfa47a49606bc16235a51305c9af949d532ca0f3cdb87f6953a69250,safety2,Two-level VRU-retention,0.4,moderate,True,False,1,False,False,SMALL,35.45,0.5514,process_steady_v3,15,onnx
005983.png,4993cf33d6025663e60a00d6db403163d7e6af78fde9c2082d80a02a40455c7c,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,46.532,0.5514,process_steady_v3,15,onnx
005984.png,70fc1ed55ecd31c123b6b8d01a4387180e2cd2d40a31b78b9c9b1dde5ee89f52,safety2,Two-level VRU-retention,0.4,moderate,True,False,1,False,False,SMALL,40.858,0.6132,process_steady_v3,15,onnx
005985.png,7c50282776aa35f6cb38c8ab0dd3437a8ee9c7c6a422b151da5d145c55433522,safety2,Two-level VRU-retention,0.4,moderate,True,True,2,False,True,SMALL,57.145,0.6132,process_steady_v3,15,onnx
005986.png,f219508643e518a3fd57b22bba2e5e652f686e1006e09185991674990c004f0c,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.578,0.6585,process_steady_v3,15,onnx
005987.png,415b27bbb104f5f19a42bf53c029534bc7f28195caf6736a19db55cb0da2d832,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,47.251,0.6585,process_steady_v3,15,onnx
005988.png,69f98a14640ff48fa041db547c67ed978bcde78bbc2211f3a2d779c7c1c65b41,safety2,Two-level VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,46.614,0.6093,process_steady_v3,15,onnx
005989.png,bc5445c21144f55573ebe54f333dc9fd1e8234f680be07c0f09db3697e59b394,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,True,True,MEDIUM,273.932,0.6093,process_steady_v3,15,onnx
005990.png,c511c28547302598ad2a8804b1e7ecc83e9dbfd7937fe67018939e9c0b0e3ef0,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,True,False,MEDIUM,273.489,0.6519,process_steady_v3,15,onnx
005991.png,1245170b0edfc2c5996a4d7fc365d1808947c04896ef5ace88e1c403234f7b59,safety2,Two-level VRU-retention,0.4,moderate,True,False,1,False,False,MEDIUM,293.846,0.6597,process_steady_v3,15,onnx
005992.png,128de214a46505f42329059a2f25b773f393f6ca4d2185eac45288801cd3b129,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,58.256,0.6579,process_steady_v3,15,onnx
005993.png,76826eb34180fb628b100a5b61c9fb747415a7bda98bee614937c5be179c8e6a,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,47.646,0.6621,process_steady_v3,15,onnx
005994.png,9e3f9d42223d03597fc187e9307f33f9efc998a33577ea61ed504ea1e80ee27b,safety2,Two-level VRU-retention,0.4,moderate,True,True,1,False,True,SMALL,33.937,0.6621,process_steady_v3,15,onnx
005995.png,2e599e1595309f71964b097546eeb8fc5ce9b9313d06dde52f5ea6ef3e459992,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,True,True,MEDIUM,252.618,0.6651,process_steady_v3,15,onnx
005996.png,c9c683da9a3a7fc03b4e63e853b04084169d815573cd420308209d50599c54cf,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,True,False,MEDIUM,265.123,0.6465,process_steady_v3,15,onnx
005997.png,ea2dc0668b5265bee50dd5a89796c56777b7e96af26e74ca89f313b45ada4fd4,safety2,Two-level VRU-retention,0.4,moderate,True,False,1,False,False,MEDIUM,244.754,0.6345,process_steady_v3,15,onnx
005998.png,b05268b65f1d40206a8296e23ac80e75f470640c4bd272dd72d4dee579d3d2e8,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,40.518,0.6471,process_steady_v3,15,onnx
005999.png,2d244e80497fb3038cec99ed74625cbda2ecee4062a493dda127190fe54d5808,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,51.357,0.6471,process_steady_v3,15,onnx
006000.png,a0a2c50c3c18e40dec00427e7f91d07f7d829d395cee95485d5ef6ca274ec015,safety2,Two-level VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,51.983,0.6835,process_steady_v3,15,onnx
006001.png,e7ffca2bda6c5a964c8a6e696d89a382dadac19a1f79231ae73fd48e93ff0911,safety2,Two-level VRU-retention,0.4,moderate,False,True,0,False,True,SMALL,42.388,0.6379,process_steady_v3,15,onnx
